
#Filter:op09

#	0	1	1

#	1	op06	1

#	2	op09	1

#	3	op18	1

#	4	op09,op18	1

#	5	-	0
-1.0	0.19375	0.03125	2
-1.0	0.19375	0.03125	2
-1.0	0.19375	0.03125	2
-1.0	0.19375	0.0375	2
-1.0	0.19375	0.0375	2
-2.0	0.19375	0.0375	2
-2.0	0.19375	0.0375	2
-2.0	0.19375	0.0375	2
-4.0	0.1875	0.04375	2
-4.0	0.19375	0.04375	2
-5.0	0.19375	0.06875	2
-6.0	0.2	0.11875	2
-7.0	0.19375	0.11875	2
-8.0	0.19375	0.3375	2
-9.0	0.19375	0.83125	2
-9.0	0.19375	1.10625	2
-10.0	0.19375	1.10625	2
-12.0	0.2	0.9875	2
-12.0	0.19375	0.95	2
-12.0	0.19375	0.94375	2
-12.0	0.19375	0.95	2
-12.0	0.19375	0.95	2
-12.0	0.19375	0.95	2
-12.0	0.19375	0.94375	2
-12.0	0.19375	0.94375	2
-12.0	0.1875	0.94375	2
-12.0	0.19375	0.94375	2

#Filter:op18

#	0	1	1

#	1	op06	1

#	2	op09	1

#	3	op18	1

#	4	op09,op18	1

#	5	-	0
-13.0	0.1875	8.125	3
-15.0	0.19375	10.15625	3
-16.0	0.19375	10.625	3
-17.0	0.19375	10.3125	3
-18.0	0.2	10.0	3
-20.0	0.19375	10.3125	3
-21.0	0.19375	9.84375	3
-23.0	0.19375	10.15625	3
-24.0	0.19375	9.6875	3
-25.0	0.19375	9.375	3
-26.0	0.19375	9.6875	3
-28.0	0.19375	9.53125	3
-29.0	0.19375	9.53125	3
-30.0	0.19375	9.6875	3
-32.0	0.19375	9.6875	3
-33.0	0.19375	8.90625	3
-34.0	0.19375	8.90625	3
-35.0	0.19375	9.21875	3
-37.0	0.19375	9.21875	3

#Filter:op18

#	0	1	1

#	1	op06	1

#	2	op09	1

#	3	op18	1

#	4	op09,op18	1

#	5	-	0
-38.0	0.19375	9.0625	3

#Filter:op18

#	0	1	1

#	1	op06	1

#	2	op09	1

#	3	op18	1

#	4	op09,op18	1

#	5	-	0
-41.0	0.19375	8.59375	3
-42.0	0.19375	8.59375	3
-43.0	0.2	8.59375	3
-45.0	0.19375	9.0625	3
-46.0	0.19375	9.0625	3
-47.0	0.19375	8.75	3
-48.0	0.2	8.4375	3
-50.0	0.19375	8.59375	3
-51.0	0.19375	8.28125	3
-52.0	0.19375	8.4375	3
-54.0	0.19375	8.4375	3
-55.0	0.19375	8.28125	3
-56.0	0.19375	8.125	3
-58.0	0.19375	8.28125	3
-59.0	0.19375	8.28125	3
-60.0	0.19375	8.4375	3
-62.0	0.19375	8.28125	3
-63.0	0.19375	8.125	3
-64.0	0.19375	7.96875	3
-66.0	0.19375	8.125	3
-67.0	0.19375	7.5	3
-68.0	0.19375	7.65625	3
-69.0	0.19375	7.5	3
-71.0	0.19375	7.5	3

#Filter:op18

#	0	1	1

#	1	op06	1

#	2	op09	1

#	3	op18	1

#	4	op09,op18	1

#	5	-	0
-73.0	0.19375	7.25	3
-73.0	0.19375	7.1875	3
-74.0	0.19375	7.0625	3
-74.0	0.19375	7.0625	3
-74.0	0.19375	6.875	3
-75.0	0.19375	7.0	3
-76.0	0.19375	7.25	3
-77.0	0.19375	7.0	3
-78.0	0.19375	6.6875	3
-78.0	0.19375	6.9375	3
-79.0	0.19375	7.125	3
-80.0	0.19375	6.625	3
-81.0	0.19375	6.375	3
-82.0	0.19375	6.375	3
-83.0	0.19375	6.625	3
-83.0	0.19375	6.5	3
-84.0	0.19375	6.25	3
-85.0	0.19375	6.1875	3
-86.0	0.19375	5.9375	3
-87.0	0.19375	6.0	3
-88.0	0.19375	6.0625	3
-89.0	0.19375	5.9375	3
-90.0	0.19375	5.9375	3
-90.0	0.19375	5.625	3
-91.0	0.19375	5.625	3
-92.0	0.19375	5.6875	3
-93.0	0.19375	5.5	3
-94.0	0.19375	5.5	3
-95.0	0.19375	5.3125	3
-96.0	0.2	5.125	3
-96.0	0.19375	5.0625	3
-97.0	0.19375	4.9375	3
-98.0	0.19375	4.75	3
-99.0	0.19375	4.75	3
-100.0	0.19375	4.75	3
-101.0	0.2	4.75	3
-102.0	0.19375	4.6875	3
-103.0	0.19375	4.625	3
-104.0	0.2	4.375	3
-104.0	0.19375	4.3125	3
-105.0	0.19375	4.25	3
-106.0	0.19375	4.1875	3
-107.0	0.2	4.0625	3
-108.0	0.2	3.9375	3
-109.0	0.19375	3.875	3
-109.0	0.19375	3.625	3
-110.0	0.19375	3.5625	3
-112.0	0.19375	3.4375	3
-112.0	0.19375	3.375	3
-113.0	0.19375	3.25	3
-114.0	0.19375	3.1875	3
-115.0	0.19375	3.0625	3
-116.0	0.19375	2.8125	3
-117.0	0.19375	2.6875	3
-117.0	0.19375	2.6875	3
-118.0	0.19375	2.4375	3
-120.0	0.2	2.25	3
-120.0	0.2	2.25	3
-121.0	0.19375	2.0625	3
-122.0	0.19375	1.9375	3
-123.0	0.19375	1.75	3
-124.0	0.19375	1.625	3
-125.0	0.19375	1.5	3

#Filter:op18

#	0	1	1

#	1	op06	1

#	2	op09	1

#	3	op18	1

#	4	op09,op18	1

#	5	-	0
-126.0	0.19375	1.359375	3
-126.0	0.2	1.203125	3
-126.0	0.19375	1.1875	3
-127.0	0.19375	1.171875	3
-127.0	0.19375	1.15625	3
-128.0	0.19375	1.09375	3
-129.0	0.2	1.03125	3
-130.0	0.19375	0.953125	3
-130.0	0.19375	0.84375	3
-131.0	0.19375	0.75	3
-132.0	0.19375	0.65625	3
-133.0	0.19375	0.609375	3
-134.0	0.19375	0.53125	3

#Filter:op09

#	0	1	1

#	1	op06	1

#	2	op09	1

#	3	op18	1

#	4	op09,op18	1

#	5	-	0
-135.0	0.19375	4.8125	2
-136.0	0.19375	4.375	2
-136.0	0.19375	4.125	2
-136.0	0.19375	4.0	2
-137.0	0.2	3.9375	2
-138.0	0.19375	3.75	2
