
#Filter:op18

#	0	1	1

#	1	op06	1

#	2	op09	1

#	3	op18	1

#	4	op09,op18	1

#	5	-	0
0.0	0.1875	0.03125	3
0.0	0.1875	0.03125	3
1.0	0.1875	0.03125	3
2.0	0.18125	0.03125	3
3.0	0.1875	0.03125	3
4.0	0.1875	0.03125	3
5.0	0.1875	0.0625	3
6.0	0.1875	0.0625	3
6.0	0.1875	0.09375	3
7.0	0.1875	0.09375	3
8.0	0.1875	0.15625	3
9.0	0.1875	0.5625	3
10.0	0.1875	2.53125	3
11.0	0.18125	3.09375	3

#Filter:op18

#	0	1	1

#	1	op06	1

#	2	op09	1

#	3	op18	1

#	4	op09,op18	1

#	5	-	0
13.0	0.18125	2.96875	3
13.0	0.19375	3.28125	3
14.0	0.1875	3.28125	3
15.0	0.1875	2.96875	3
16.0	0.1875	2.96875	3
17.0	0.1875	2.8125	3
18.0	0.19375	2.65625	3
18.0	0.1875	2.65625	3
19.0	0.19375	2.5	3
20.0	0.1875	2.5	3

#Filter:op18

#	0	1	1

#	1	op06	1

#	2	op09	1

#	3	op18	1

#	4	op09,op18	1

#	5	-	0
21.0	0.1875	2.375	3
22.0	0.1875	2.375	3
23.0	0.1875	2.3125	3
24.0	0.1875	2.296875	3
25.0	0.1875	2.15625	3
26.0	0.1875	2.125	3
27.0	0.1875	2.09375	3
28.0	0.1875	2.203125	3
29.0	0.1875	2.109375	3
29.0	0.18125	2.109375	3
30.0	0.18125	1.984375	3
31.0	0.1875	2.015625	3
32.0	0.18125	1.953125	3
33.0	0.18125	1.984375	3
34.0	0.1875	2.015625	3
35.0	0.1875	2.015625	3
36.0	0.1875	1.9375	3
36.0	0.19375	1.953125	3
37.0	0.1875	1.90625	3
38.0	0.1875	1.96875	3
39.0	0.1875	1.921875	3
40.0	0.1875	1.921875	3
41.0	0.1875	1.953125	3
41.0	0.1875	1.84375	3
42.0	0.1875	1.84375	3
43.0	0.1875	1.84375	3
44.0	0.18125	1.765625	3
45.0	0.1875	1.765625	3
46.0	0.1875	1.90625	3
47.0	0.18125	1.859375	3
47.0	0.1875	1.859375	3
48.0	0.1875	1.796875	3
49.0	0.1875	1.859375	3
50.0	0.1875	1.90625	3
51.0	0.1875	1.875	3
52.0	0.19375	1.953125	3
53.0	0.1875	1.796875	3
54.0	0.1875	1.796875	3
55.0	0.1875	1.765625	3
55.0	0.1875	1.84375	3
56.0	0.1875	1.71875	3
57.0	0.1875	1.78125	3
58.0	0.1875	1.78125	3
59.0	0.1875	1.734375	3
60.0	0.1875	1.71875	3
60.0	0.1875	1.65625	3
61.0	0.1875	1.71875	3
62.0	0.1875	1.703125	3
63.0	0.1875	1.6875	3
64.0	0.1875	1.640625	3
65.0	0.1875	1.6875	3
66.0	0.1875	1.6875	3
66.0	0.1875	1.59375	3
68.0	0.1875	1.65625	3
68.0	0.1875	1.609375	3
69.0	0.1875	1.59375	3
70.0	0.1875	1.546875	3
71.0	0.1875	1.5625	3
72.0	0.1875	1.53125	3
73.0	0.1875	1.546875	3
73.0	0.1875	1.53125	3
74.0	0.1875	1.5625	3
76.0	0.1875	1.515625	3
76.0	0.1875	1.5	3
77.0	0.1875	1.5625	3
78.0	0.1875	1.453125	3
79.0	0.1875	1.484375	3
80.0	0.1875	1.484375	3
81.0	0.19375	1.484375	3
81.0	0.1875	1.453125	3
82.0	0.1875	1.421875	3
83.0	0.1875	1.46875	3
84.0	0.19375	1.46875	3
85.0	0.1875	1.421875	3
86.0	0.1875	1.359375	3
87.0	0.1875	1.34375	3
87.0	0.1875	1.3125	3
88.0	0.19375	1.390625	3
89.0	0.1875	1.390625	3
90.0	0.1875	1.296875	3
91.0	0.1875	1.296875	3
92.0	0.1875	1.34375	3
93.0	0.1875	1.265625	3
94.0	0.19375	1.234375	3
94.0	0.1875	1.265625	3
95.0	0.1875	1.234375	3
96.0	0.1875	1.203125	3
97.0	0.1875	1.21875	3
98.0	0.1875	1.171875	3
99.0	0.1875	1.15625	3
100.0	0.1875	1.25	3
101.0	0.1875	1.15625	3
101.0	0.1875	1.140625	3
102.0	0.1875	1.140625	3
103.0	0.1875	1.140625	3
104.0	0.19375	1.125	3
105.0	0.1875	1.078125	3
105.0	0.1875	1.109375	3
106.0	0.1875	1.109375	3
107.0	0.19375	1.125	3
106.0	0.1875	1.09375	3
107.0	0.1875	1.0625	3
